country,INDICATOR,SUBJECT,MEASURE,FREQUENCY,year,gap,Flag Codes
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1980,36.68858598,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1981,35.42681227,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1982,35.6596195,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1983,34.56728189,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1984,35.0815266,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1985,35.12011436,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1986,34.93850634,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1987,34.51295439,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1988,34.04572948,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1989,33.73065918,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1990,32.74495597,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1991,31.07547804,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1992,29.9466794,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1993,28.71901926,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1994,28.07971852,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1995,28.19283493,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1996,27.2184109,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1997,26.91907016,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1998,27.03529423,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,1999,26.08972841,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2000,26.28031382,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2001,25.63964591,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2002,24.37909945,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2003,24.12446709,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2004,23.35874097,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2005,22.06395819,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2006,21.71808403,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2007,21.6347807,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2008,21.85786912,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2009,20.68629596,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2010,19.23143692,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2011,18.2460052,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2012,17.78388278,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2013,17.48201439,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2014,17.38274257,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2015,17.10155148,
GBR,WAGEGAP,TOT,PC_MENWAGE,A,2016,16.83973693,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1975,37.63003166,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1976,37.7559727,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1977,38.22485207,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1978,38.97247706,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1979,37.64195057,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1980,36.55215104,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1981,35.17400058,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1982,34.72409152,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1983,34.28645028,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1984,33.43217198,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1985,32.9782197,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1986,32.19021491,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1987,31.02222222,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1988,30.06917423,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1989,29.36357908,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1990,28.45544956,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1991,26.57109191,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1992,25.05773672,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1993,23.87640449,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1994,23.88451444,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1995,24.57998539,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1996,23.82394868,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1997,23.78649162,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1998,23.7458194,
USA,WAGEGAP,TOT,PC_MENWAGE,A,1999,23.46278317,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2000,23.08892356,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2001,23.58208955,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2002,22.09131075,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2003,20.57553957,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2004,19.63534362,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2005,18.97506925,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2006,19.24629879,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2007,19.84334204,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2008,20.05012531,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2009,19.78021978,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2010,18.81067961,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2011,17.78846154,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2012,19.08665105,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2013,17.90697674,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2014,17.45120551,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2015,18.88268156,
USA,WAGEGAP,TOT,PC_MENWAGE,A,2016,18.1420765,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2000,0,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2003,0,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2006,3.958415842,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2009,9.090909091,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2011,16,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2013,16.66666667,
CHL,WAGEGAP,TOT,PC_MENWAGE,A,2015,21.05263158,
EST,WAGEGAP,TOT,PC_MENWAGE,A,2002,25.00065194,
EST,WAGEGAP,TOT,PC_MENWAGE,A,2006,29.6875,
EST,WAGEGAP,TOT,PC_MENWAGE,A,2010,27.79783394,
EST,WAGEGAP,TOT,PC_MENWAGE,A,2014,28.33935018,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2001,28.10349985,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2002,24.52009598,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2003,24.61492448,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2004,25.46195257,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2005,22.35153686,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2006,22.01591512,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2007,21.1606511,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2008,22.02600958,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2009,20.26863667,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2010,20.70009212,
ISR,WAGEGAP,TOT,PC_MENWAGE,A,2011,21.82741117,
SVN,WAGEGAP,TOT,PC_MENWAGE,A,2002,9.405241223,
SVN,WAGEGAP,TOT,PC_MENWAGE,A,2006,7.220573689,
SVN,WAGEGAP,TOT,PC_MENWAGE,A,2010,0.991735537,
SVN,WAGEGAP,TOT,PC_MENWAGE,A,2014,4.996271439,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2005,16.66666667,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2006,18.60465116,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2007,12.5,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2008,22.22222222,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2009,16.66666667,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2010,11.62790698,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2011,10,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2012,13.55555556,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2013,15.43340381,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2014,18.3,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2015,16.66666667,
MEX,WAGEGAP,TOT,PC_MENWAGE,A,2016,16.49224806,
LVA,WAGEGAP,TOT,PC_MENWAGE,A,2002,18.91955557,
LVA,WAGEGAP,TOT,PC_MENWAGE,A,2006,10.99195711,
LVA,WAGEGAP,TOT,PC_MENWAGE,A,2010,19.05564924,
LVA,WAGEGAP,TOT,PC_MENWAGE,A,2014,21.12299465,
LTU,WAGEGAP,TOT,PC_MENWAGE,A,2002,14.63135637,
LTU,WAGEGAP,TOT,PC_MENWAGE,A,2006,15.95238095,
LTU,WAGEGAP,TOT,PC_MENWAGE,A,2010,10.64257028,
LTU,WAGEGAP,TOT,PC_MENWAGE,A,2014,12.47974068,
COL,WAGEGAP,TOT,PC_MENWAGE,A,2007,1.339317018,
COL,WAGEGAP,TOT,PC_MENWAGE,A,2008,1.739690722,
COL,WAGEGAP,TOT,PC_MENWAGE,A,2009,3.384675171,
COL,WAGEGAP,TOT,PC_MENWAGE,A,2010,6.430555556,
COL,WAGEGAP,TOT,PC_MENWAGE,A,2011,3.534808419,
COL,WAGEGAP,TOT,PC_MENWAGE,A,2012,8.197946776,
COL,WAGEGAP,TOT,PC_MENWAGE,A,2013,7.142857143,
COL,WAGEGAP,TOT,PC_MENWAGE,A,2014,9.6,
COL,WAGEGAP,TOT,PC_MENWAGE,A,2015,11.14171573,
CRI,WAGEGAP,TOT,PC_MENWAGE,A,2010,0,
CRI,WAGEGAP,TOT,PC_MENWAGE,A,2011,4.630681818,
CRI,WAGEGAP,TOT,PC_MENWAGE,A,2012,0.552486188,
CRI,WAGEGAP,TOT,PC_MENWAGE,A,2013,0,
CRI,WAGEGAP,TOT,PC_MENWAGE,A,2014,5.149700599,
CRI,WAGEGAP,TOT,PC_MENWAGE,A,2015,3.703703704,
EU28,WAGEGAP,TOT,PC_MENWAGE,A,2006,20.28571429,
EU28,WAGEGAP,TOT,PC_MENWAGE,A,2010,18.90909091,
EU28,WAGEGAP,TOT,PC_MENWAGE,A,2014,19.12656692,
